batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B030903,484,279,689,64,464,287,839,133,222,793,11,179,514,900,616,540,628,483,837,431,393,763,553,721,59,546,717,4,727,382
B001339,209,199,598,640,650,9,117,181,709,197,751,10,586,642,406,419,630,119,3,342,52,239,364,646,839,574,930,468,867,833
B008930,466,319,499,501,347,5,732,364,9,579,567,774,99,771,864,906,284,112,555,235,959,332,869,977,102,780,142,590,441,512
B040841,647,202,824,817,403,493,877,860,106,741,119,328,606,563,204,502,334,800,592,773,35,161,328,813,980,692,739,663,299,829
B031558,183,72,949,882,9,989,573,211,289,581,962,879,164,981,930,15,488,920,927,78,121,57,504,962,135,445,507,780,865,712
B025407,218,863,286,169,904,382,679,64,763,496,755,84,506,196,342,492,532,863,664,291,935,48,391,162,965,753,401,521,856,847
B050003,616,273,712,166,472,285,313,51,716,28,110,29,812,677,410,879,56,652,700,584,170,18,628,423,114,882,694,472,903,888
B047395,386,953,637,44,787,989,766,115,858,254,34,553,194,835,817,679,916,586,589,138,141,832,389,969,713,295,531,827,311,860
B047387,86,48,348,277,461,910,386,226,436,985,393,952,119,111,5,38,27,83,800,278,442,116,923,885,70,86,572,747,453,625
B025120,363,23,806,625,5,451,47,281,275,2,852,698,624,670,793,981,702,987,13,895,731,847,995,512,850,513,633,442,995,436
B039153,345,830,278,296,66,583,217,752,54,514,48,557,162,805,520,920,29,658,839,990,562,672,319,930,328,462,107,719,508,80
B002665,589,66,679,299,822,459,992,415,198,686,307,407,398,956,605,894,444,319,30,309,875,354,620,433,34,126,604,823,670,836
B012259,287,150,170,98,327,446,13,104,151,362,597,96,796,492,805,394,70,718,33,975,608,73,443,997,282,122,746,929,516,263
B012841,344,566,613,93,521,272,177,341,289,297,767,422,684,864,393,26,872,159,140,756,934,904,473,189,229,566,67,913,133,741
B002486,327,158,498,210,725,590,111,739,466,485,334,31,74,134,325,274,225,860,239,245,64,643,142,613,418,241,608,938,138,17
B017089,755,934,315,506,811,983,59,100,633,22,251,212,366,257,226,877,301,222,627,797,34,205,360,35,79,184,772,732,474,144
B020516,866,926,874,378,900,59,658,939,714,132,662,212,398,203,887,440,585,694,92,181,794,827,191,262,725,445,273,569,398,371
B023555,4,532,423,385,155,76,409,451,67,891,716,122,532,406,238,403,475,128,465,125,611,254,23,282,526,435,841,680,951,863
B038601,96,841,651,612,603,413,248,220,175,658,966,350,550,924,659,104,823,405,69,509,807,718,248,658,224,39,349,137,228,754
B005923,119,139,477,100,541,333,801,711,844,948,55,663,214,315,204,540,965,774,193,956,233,463,703,897,332,616,885,114,581,985
B016209,670,784,732,482,923,869,209,215,874,268,912,304,23,146,617,901,338,934,649,360,1,418,255,255,468,152,77,559,797,404
B007572,3,513,212,386,998,455,591,516,613,118,153,96,950,160,366,841,653,233,120,28,417,331,277,51,799,302,761,269,484,942
B049542,37,797,3,726,175,368,919,305,154,964,855,170,908,173,114,36,117,229,755,679,94,50,223,556,122,858,276,152,393,993
B026053,271,871,376,173,99,209,18,806,172,415,61,986,860,196,198,622,468,38,188,818,303,113,892,238,494,720,521,175,488,603
B005642,712,354,474,310,332,86,64,607,817,587,199,617,943,343,810,591,152,948,689,78,131,540,385,146,685,45,234,952,523,288
B048401,179,492,103,378,935,372,107,629,307,947,682,909,969,53,555,831,269,298,448,538,778,510,700,391,561,93,728,692,421,473
B003981,815,984,333,423,191,768,911,241,491,21,835,486,625,988,373,341,463,588,862,790,120,619,763,646,152,17,190,42,731,579
B020783,844,952,892,637,295,955,955,212,870,914,149,834,447,60,994,471,273,917,702,830,60,546,380,195,758,252,108,362,999,835
B003032,890,951,845,737,747,398,346,631,475,988,583,637,784,418,747,658,942,18,530,303,721,525,953,669,3,932,4,12,424,491
B001032,567,318,335,604,16,351,746,50,565,4,29,892,435,874,180,253,345,838,172,660,405,975,221,53,926,973,678,566,703,112
B023074,602,480,876,628,207,143,976,850,591,7,637,141,145,116,618,529,715,358,59,695,650,863,667,745,16,250,771,393,14,356
B037100,785,664,755,690,785,762,21,448,723,832,680,287,500,227,609,874,573,325,486,970,328,260,576,854,480,200,776,706,575,187
B015331,997,788,756,530,730,263,368,416,766,56,938,301,792,657,330,815,854,427,27,116,594,59,728,438,951,128,252,181,946,352
B044083,667,119,844,62,692,673,163,194,231,792,144,991,811,36,637,804,795,298,665,182,961,334,647,308,417,489,687,779,903,881
B004122,182,194,416,132,895,708,823,483,52,896,554,279,456,182,310,450,130,988,176,107,967,142,140,797,359,992,164,147,400,723
B041335,874,919,104,137,904,811,563,672,304,373,391,285,379,41,690,934,928,622,907,864,244,26,396,299,314,395,232,219,70,96
B019743,740,10,34,95,101,451,774,136,926,752,564,772,999,985,490,801,444,648,208,895,243,106,71,692,885,589,248,675,133,378
B037802,849,157,159,204,294,233,460,495,675,907,243,170,276,828,233,357,183,560,497,410,447,80,190,966,121,606,98,275,770,342
B008029,542,648,964,183,53,296,76,602,446,536,182,638,17,56,613,832,478,487,684,953,499,600,667,693,57,790,419,898,733,49
B006202,484,518,193,127,404,380,889,448,354,272,802,383,242,963,752,18,499,317,775,258,548,510,759,971,736,359,377,408,731,563
B014749,239,430,424,430,278,733,217,941,134,660,297,17,955,452,366,393,712,374,780,499,605,361,541,905,833,587,175,387,464,932
B010355,431,532,847,857,592,54,194,846,134,616,951,941,7,28,28,931,175,222,432,376,503,85,136,297,985,623,815,711,672,486
B019514,214,176,496,694,69,630,56,981,176,201,962,682,560,647,715,671,181,538,185,289,279,134,258,694,3,918,277,578,123,596
B003335,768,211,922,339,505,648,973,104,345,414,607,776,204,200,128,97,454,717,527,732,174,127,997,792,232,121,875,37,700,553
B025712,625,553,230,618,568,765,691,746,934,307,905,42,70,957,285,864,841,55,576,502,621,948,849,218,765,866,448,789,404,262
B047764,416,30,9,174,833,520,684,886,329,573,877,645,520,259,51,384,167,723,487,271,858,977,714,121,672,342,349,791,943,550
B013036,298,328,11,545,28,759,242,836,424,577,689,165,900,32,227,655,640,426,951,588,549,216,92,41,260,587,395,534,431,540
B026653,978,323,892,951,10,268,622,251,130,423,950,224,103,419,734,943,714,639,321,172,292,824,997,835,25,25,713,621,613,498
B046443,164,505,628,735,609,616,107,305,359,810,488,766,49,724,637,916,523,821,376,372,228,339,466,549,110,533,170,792,727,97
B041167,388,413,188,966,55,173,943,869,156,80,951,618,910,198,931,975,915,450,356,204,43,115,873,71,209,48,474,203,467,173
B021505,544,353,977,667,547,679,888,224,807,975,368,700,724,472,176,231,132,559,379,176,931,177,555,504,472,771,594,988,346,737
B044903,143,520,604,693,211,699,944,148,739,993,435,941,383,982,691,161,794,392,746,828,978,485,942,336,682,18,322,432,805,666
B002977,184,682,774,275,131,701,283,97,54,119,684,975,304,766,472,732,833,983,551,180,297,809,748,199,991,813,502,660,221,850
B018878,751,333,103,283,781,286,384,680,527,459,495,599,697,582,644,917,575,40,791,939,252,461,255,382,62,620,278,6,211,714
B025554,979,707,830,883,575,863,585,196,249,338,86,758,663,304,974,968,84,414,838,245,740,614,66,830,1,707,635,987,808,865
B024194,653,327,571,564,833,190,555,334,369,719,95,395,524,432,794,855,380,421,398,555,126,624,499,720,456,176,526,299,517,268
B013576,615,723,50,707,179,396,924,170,901,71,719,611,966,499,968,415,148,791,528,519,445,434,36,422,223,57,891,274,413,554
B029995,394,305,426,207,162,664,707,175,723,609,150,147,974,217,329,901,940,541,148,584,119,922,816,618,307,256,26,648,674,557
B045093,386,19,992,665,554,190,344,768,821,885,890,704,372,923,173,281,631,594,806,241,742,482,549,494,26,811,269,162,406,876
B034594,115,885,766,385,882,123,340,52,543,576,369,842,257,510,853,286,162,126,45,999,842,137,790,125,674,84,828,145,95,561
B001569,800,64,829,145,88,881,775,511,272,610,800,494,940,899,428,428,349,388,141,264,532,621,787,658,772,949,597,405,627,50
B028851,491,963,800,248,982,237,882,467,910,475,383,247,94,101,241,837,123,697,902,764,802,357,23,596,781,767,15,64,392,790
B004436,831,472,280,146,50,651,520,783,704,752,580,670,258,761,183,508,584,378,688,633,559,425,338,853,370,908,337,326,300,947
B011465,665,714,291,263,829,771,298,997,94,389,229,17,273,537,109,930,472,148,265,479,37,839,396,345,344,85,403,123,493,281
B022618,521,458,257,233,685,831,725,790,231,951,70,445,273,392,12,427,702,990,792,377,209,371,740,9,284,610,737,990,278,42
B007260,136,861,233,534,977,426,957,226,885,830,904,380,725,829,269,878,765,251,125,429,347,37,657,134,451,669,970,72,955,291
B031292,943,682,674,265,135,411,660,190,559,423,552,420,665,979,334,362,822,143,789,523,924,323,743,560,203,930,818,165,817,292
B018167,351,772,583,669,667,330,882,448,863,771,656,722,604,338,483,652,678,102,117,457,180,732,377,930,715,440,298,349,203,781
B014519,172,318,666,800,318,777,992,134,985,101,935,614,418,554,268,558,742,184,607,676,937,528,275,522,123,988,650,126,883,278
B040501,814,651,788,71,102,450,461,761,836,775,893,324,993,785,714,286,954,770,366,148,14,21,259,135,467,645,236,158,533,181
B004631,421,20,31,149,525,252,368,255,529,744,614,323,132,515,488,301,603,641,610,176,903,563,306,188,748,677,970,806,978,615
B000114,900,158,659,769,885,798,942,248,744,416,416,352,366,299,953,554,692,167,746,170,253,915,215,478,598,206,237,739,437,197
B015232,567,321,913,508,947,981,221,98,490,95,639,557,894,984,957,942,962,82,468,1,445,244,468,800,830,355,631,847,21,358
B042408,230,804,372,938,746,703,146,278,221,600,3,213,386,564,823,137,166,693,153,155,616,70,136,110,335,722,318,450,120,942
B031648,740,857,438,693,613,797,94,111,740,461,221,468,166,881,830,129,539,515,603,332,129,298,172,318,10,390,790,603,79,138
B014499,653,714,541,159,300,43,86,569,929,969,525,463,179,586,923,445,901,330,365,832,161,421,668,416,401,290,336,268,951,64
B015235,722,175,930,864,85,666,153,126,852,776,178,863,566,538,163,342,521,255,196,175,379,209,375,275,603,113,510,831,144,460
B040762,201,900,363,690,863,285,90,991,949,861,179,797,761,736,761,747,292,33,351,129,618,366,538,647,720,371,330,345,298,966
B042528,136,143,173,473,879,670,648,297,220,788,38,269,402,145,829,493,802,162,473,952,961,585,972,620,669,951,544,290,366,542
B011632,901,400,588,239,813,338,988,789,236,442,198,821,424,68,260,231,301,856,487,660,918,421,297,997,846,116,12,534,981,322
B005025,42,5,834,905,398,88,707,561,256,218,900,487,921,707,379,658,967,676,177,600,280,830,921,545,71,519,115,986,511,900
B031579,83,491,145,77,379,839,712,24,384,972,150,388,678,876,270,879,804,641,592,356,767,341,357,703,262,748,704,926,644,686
B008081,837,257,713,736,809,825,988,873,190,808,560,739,506,912,186,802,538,978,783,995,311,843,85,783,398,343,23,617,530,273
B040744,936,416,141,232,674,125,553,39,909,514,90,616,778,564,798,462,25,818,52,766,736,184,230,565,809,113,800,447,94,584
B036573,375,7,302,620,287,184,24,591,994,947,616,879,12,656,291,72,444,762,315,721,971,28,265,353,397,485,198,379,948,424
B019336,384,940,142,82,511,332,54,473,923,759,79,677,668,658,826,404,351,918,100,520,195,6,558,54,890,573,8,250,206,630
B008948,131,519,310,787,952,483,964,661,165,26,572,875,314,222,879,197,545,754,162,303,540,490,890,954,548,61,529,994,398,118
B045442,977,626,646,676,148,998,435,477,72,671,483,608,909,337,562,775,889,154,279,230,754,194,42,555,169,493,844,415,332,419
B026508,478,477,990,451,516,904,387,29,195,762,396,642,362,329,524,987,227,149,655,749,357,810,628,989,131,519,429,465,948,255
B008363,100,257,712,735,654,662,59,689,454,250,452,681,366,935,466,578,577,669,570,852,689,869,434,62,45,454,526,570,400,357
B042457,150,292,667,377,183,559,894,637,111,670,805,91,475,624,830,445,39,587,41,239,552,358,584,596,437,126,712,834,312,255
B022001,348,779,396,832,819,71,934,469,415,194,936,48,960,11,483,50,133,930,7,366,486,227,724,282,5,611,938,902,548,556
B004415,920,529,172,785,548,396,489,344,955,221,204,345,762,15,292,184,165,704,485,775,166,261,512,506,335,528,232,216,61,452
B018251,389,992,881,606,119,42,578,840,603,936,498,61,829,34,475,135,599,46,374,788,211,575,372,480,427,739,224,614,585,138
B015489,81,802,7,393,686,618,530,193,87,14,252,667,48,119,955,763,463,740,386,862,722,823,309,702,507,800,748,855,500,296
B045463,761,63,407,635,128,40,163,318,91,359,432,109,118,572,554,238,982,800,15,582,770,380,141,18,530,534,904,736,797,318
B022451,784,102,985,444,333,297,893,645,960,83,857,168,899,564,597,197,269,108,150,359,927,37,519,983,676,379,811,791,873,385
B018703,771,37,847,862,592,498,453,499,40,422,141,18,836,559,592,687,169,129,858,587,272,653,291,707,800,118,92,930,79,891
B015929,854,418,670,34,999,385,199,233,672,203,509,285,659,432,391,23,537,68,135,927,88,24,335,319,883,699,322,828,445,678
B017571,604,221,544,431,699,534,849,886,374,360,864,776,90,477,593,712,865,800,529,701,448,249,229,654,435,409,610,256,696,547
B017042,632,233,439,338,104,260,648,762,875,894,343,606,476,865,338,17,478,684,537,142,601,81,185,513,942,557,174,124,869,4
B007428,868,995,997,353,978,310,387,289,368,717,322,278,891,92,55,66,480,277,372,288,9,478,254,906,748,981,317,881,552,636
B011803,967,326,183,474,781,32,845,519,750,112,209,636,870,56,628,742,362,827,480,816,37,953,85,20,456,610,729,125,155,243
B029408,192,18,887,652,752,787,167,67,515,718,682,410,823,922,583,908,857,261,669,110,915,911,441,565,346,361,550,758,504,743
B011411,374,441,527,765,50,460,713,838,168,707,397,365,197,977,923,622,697,783,528,403,297,804,217,76,431,985,432,615,928,245
B010577,728,931,715,642,995,305,764,461,946,366,421,258,495,106,796,398,458,500,608,171,389,96,509,256,38,338,368,293,171,136
B048005,870,550,136,994,36,118,479,30,974,145,494,60,305,265,250,403,128,827,339,134,651,634,616,828,273,581,215,968,900,171
B032072,913,808,578,632,576,577,28,741,85,425,219,896,693,599,651,762,14,753,716,939,759,607,888,549,58,284,797,112,190,62
B023777,104,932,927,947,2,874,322,37,108,188,997,287,736,920,34,738,276,744,442,870,796,865,405,884,750,911,399,988,789,622
B007725,320,457,341,677,343,284,763,854,747,871,436,445,142,741,253,458,436,655,983,508,568,437,847,970,612,883,507,648,851,51
B002071,151,974,804,582,200,330,581,605,672,468,976,957,396,976,506,729,564,588,516,539,115,406,965,175,938,308,303,582,380,303
B008383,247,709,540,441,121,797,206,714,294,270,773,599,456,131,178,516,623,430,880,414,106,342,314,154,777,620,382,237,868,695
B048731,241,986,403,646,983,456,253,625,942,676,63,2,840,838,879,240,539,98,641,828,84,188,289,16,276,464,652,151,532,348
B045673,72,330,283,359,205,816,364,288,560,805,710,325,681,835,888,598,696,981,540,488,111,0,67,298,830,488,567,171,334,577
B015580,519,354,481,679,459,690,733,311,171,342,311,116,11,427,691,57,443,356,231,659,592,371,967,243,386,223,423,179,935,667
B046972,901,363,621,558,785,558,240,999,312,156,168,723,493,110,197,974,981,711,670,767,379,133,520,154,657,124,242,113,368,765
B027004,391,738,95,362,581,376,327,117,993,36,932,322,138,128,558,372,288,743,992,434,97,666,372,263,707,853,143,118,755,619
B003346,247,319,432,111,953,879,80,642,746,737,756,204,245,707,579,88,124,464,69,282,282,856,755,661,204,659,96,340,840,517
B048985,763,831,460,818,233,622,274,471,612,949,570,260,821,166,82,520,170,493,853,59,305,317,538,623,533,977,100,300,854,822
B018659,181,332,912,700,620,354,497,63,701,42,390,994,29,249,15,917,760,883,712,362,839,347,233,608,825,228,826,932,154,742
B003079,164,937,426,783,54,518,76,218,650,581,215,70,132,731,31,265,446,612,674,165,548,623,730,567,44,394,593,200,436,276
B019694,411,664,848,629,545,767,326,846,239,405,45,188,18,607,218,570,193,322,343,975,191,14,419,461,949,601,408,626,723,391
B013402,225,770,496,905,634,160,460,64,153,551,267,536,215,199,774,8,468,905,988,823,10,247,426,173,156,550,518,524,233,604
B044417,842,845,114,966,120,920,309,719,665,77,697,564,759,299,985,602,335,106,416,913,591,882,934,110,440,847,497,40,44,613
B045373,175,397,529,369,649,962,515,338,966,559,138,531,14,693,159,647,702,414,176,802,225,970,924,373,809,145,48,649,688,275
B009621,88,367,229,32,174,721,950,557,405,99,171,37,600,447,971,78,281,709,867,968,93,757,815,326,367,875,180,437,308,241
B041649,699,794,789,625,16,847,243,841,370,547,359,448,756,86,578,38,364,676,355,923,607,737,218,288,65,695,610,248,43,781
B032631,247,827,441,116,297,299,994,59,595,624,301,774,788,187,485,821,565,709,173,637,641,558,538,788,563,241,28,327,757,141
B042932,730,280,797,140,642,871,743,352,562,856,754,149,424,891,437,229,11,348,94,529,63,355,482,212,894,831,426,842,355,164
B028116,340,942,578,152,714,622,876,387,328,859,530,954,316,826,525,179,842,923,875,336,482,341,240,125,564,426,508,265,653,680
B000579,329,568,235,303,778,594,349,14,142,341,684,685,958,4,13,383,426,444,876,321,852,679,618,638,713,25,935,761,203,554
B010750,924,294,924,854,125,53,200,707,60,609,52,805,962,703,962,320,492,688,545,641,145,216,830,861,633,971,406,202,852,689
B005498,754,263,129,604,543,873,395,880,609,835,301,529,417,449,806,227,247,657,620,728,557,582,293,785,581,849,668,198,234,457
B035452,153,673,230,776,308,30,84,836,178,753,982,554,129,194,828,841,134,285,780,731,937,167,229,792,401,77,131,486,238,55
B011468,612,888,878,505,980,165,162,738,208,781,125,261,701,837,970,659,239,872,538,527,382,708,735,964,743,496,557,321,457,175
B037304,448,118,651,819,890,512,957,606,287,879,149,421,746,247,464,637,242,235,44,891,865,205,694,69,66,829,189,401,425,670
B023195,728,527,24,950,940,657,991,423,245,764,864,970,7,631,610,405,367,344,741,14,133,138,914,732,988,368,547,944,974,682
B020349,511,692,752,401,71,51,454,230,701,447,125,603,289,574,916,638,105,399,693,471,544,5,413,992,78,193,108,160,305,735
B031058,180,56,249,386,98,733,39,140,508,731,996,333,110,711,178,978,722,242,994,785,81,109,860,483,717,626,595,481,416,984
B037334,896,846,882,97,221,211,285,729,788,472,413,208,501,726,147,584,967,747,255,699,452,892,660,646,140,595,82,769,323,595
B026817,74,115,740,917,388,773,871,787,546,125,896,126,136,186,512,253,28,208,802,123,715,999,80,17,591,885,728,155,804,724
B042794,4,933,404,928,517,720,342,265,738,708,838,256,959,206,263,358,882,433,960,80,400,20,448,449,609,493,209,956,560,925
B019729,524,54,709,878,903,911,188,327,811,680,1,258,81,172,80,612,576,462,956,843,363,937,661,324,870,958,725,49,874,531
B017210,336,460,937,36,989,977,465,888,250,96,588,684,224,475,820,370,444,675,744,925,6,192,51,40,531,505,900,356,301,442
